symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source,vietstock_profile_url,vietstock_financial_url
VST,UPCOM,CTCP Vận tải và Thuê tàu biển Việt Nam,Vietnam Sea Transport and Chartering Joint Stock Company,STOCK,452.0,Vận tải và Thuê tàu biển Việt Nam,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,68999337,EXPANDED,https://finance.vietstock.vn/VST/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VST/tai-chinh.htm?tab=BCTT
SJD,HOSE,CTCP Thủy điện Cần Đơn,Candon HydroPower Joint Stock Company,STOCK,453.0,Thủy điện Cần Đơn,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,68998620,EXPANDED,https://finance.vietstock.vn/SJD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SJD/tai-chinh.htm?tab=BCTT
VC2,HNX,CTCP Đầu tư và Xây dựng Vina2,Vina2 Invest And Construction Joint Stock Company No2,STOCK,454.0,Đầu tư và Xây dựng Vina2,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,68769410,EXPANDED,https://finance.vietstock.vn/VC2/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VC2/tai-chinh.htm?tab=BCTT
VIP,HOSE,CTCP Vận tải Xăng dầu VIPCO,Vietnam Petroleum Transport Joint Stock Company,STOCK,455.0,Vận tải Xăng dầu VIPCO,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",68470941,EXPANDED,https://finance.vietstock.vn/VIP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VIP/tai-chinh.htm?tab=BCTT
VNB,UPCOM,CTCP Sách Việt Nam,Viet Nam Books JSC,STOCK,456.0,Sách Việt Nam,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,Communication Services,Media & Entertainment,Media,67909960,EXPANDED,https://finance.vietstock.vn/VNB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VNB/tai-chinh.htm?tab=BCTT
VNS,HOSE,CTCP Ánh Dương Việt Nam,VietNam Sun Copporation,STOCK,457.0,Ánh Dương Việt Nam,Công nghiệp,Vận tải,Vận tải mặt đất,Industrials,Transportation,Ground Transportation,67859192,EXPANDED,https://finance.vietstock.vn/VNS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VNS/tai-chinh.htm?tab=BCTT
GSP,HOSE,CTCP Vận tải Sản Phẩm Khí Quốc tế,International Gas Product Shipping JSC,STOCK,458.0,Vận tải Sản Phẩm Khí Quốc tế,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",67517050,EXPANDED,https://finance.vietstock.vn/GSP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GSP/tai-chinh.htm?tab=BCTT
SWC,UPCOM,Tổng Công ty cổ phần Đường sông Miền Nam,Southern Waterborne Transport Corporation,STOCK,459.0,Đường sông Miền Nam,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,67100000,EXPANDED,https://finance.vietstock.vn/SWC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SWC/tai-chinh.htm?tab=BCTT
PTB,HOSE,CTCP Phú Tài,Phu Tai Joint Stock Company,STOCK,460.0,Phú Tài,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,66938403,EXPANDED,https://finance.vietstock.vn/PTB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PTB/tai-chinh.htm?tab=BCTT
BSA,UPCOM,CTCP Thủy điện Buôn Đôn,Buon Don Hydropower JSC,STOCK,461.0,Thủy điện Buôn Đôn,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,66850975,EXPANDED,https://finance.vietstock.vn/BSA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BSA/tai-chinh.htm?tab=BCTT
SVC,HOSE,CTCP Dịch vụ Tổng hợp Sài Gòn,Saigon General Service Corporation,STOCK,462.0,Dịch vụ Tổng hợp Sài Gòn,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Bán lẻ chuyên doanh,Consumer Discretionary,Consumer Discre. Dist. & Retail,Specialty Retail,66630564,EXPANDED,https://finance.vietstock.vn/SVC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SVC/tai-chinh.htm?tab=BCTT
SKG,HOSE,CTCP Tàu cao tốc Superdong - Kiên Giang,Superdong Fast Ferry Kieng Giang JSC,STOCK,463.0,Tàu cao tốc Superdong - Kiên Giang,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,66497697,EXPANDED,https://finance.vietstock.vn/SKG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SKG/tai-chinh.htm?tab=BCTT
PDV,UPCOM,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Phuong Dong Viet Shipping And Logistics Corporation,STOCK,464.0,Vận Tải Và Tiếp Vận Phương Đông Việt,Công nghiệp,Vận tải,Vận tải biển,Industrials,Transportation,Marine Transportation,66095966,EXPANDED,https://finance.vietstock.vn/PDV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PDV/tai-chinh.htm?tab=BCTT
BHA,UPCOM,CTCP Thủy điện Bắc Hà,Bac Ha Hydropower JSC,STOCK,465.0,Thủy điện Bắc Hà,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,66000000,EXPANDED,https://finance.vietstock.vn/BHA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BHA/tai-chinh.htm?tab=BCTT
CNT,UPCOM,CTCP Tập đoàn CNT,CNT Group Corporation,STOCK,466.0,CNT,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,65480283,EXPANDED,https://finance.vietstock.vn/CNT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CNT/tai-chinh.htm?tab=BCTT
FMC,HOSE,CTCP Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company,STOCK,467.0,Thực phẩm Sao Ta,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,65388889,EXPANDED,https://finance.vietstock.vn/FMC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FMC/tai-chinh.htm?tab=BCTT
AME,HNX,CTCP Alphanam E&C,Alphanam E&C Joint Stock Company,STOCK,468.0,Alphanam E&C,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,65200000,EXPANDED,https://finance.vietstock.vn/AME/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/AME/tai-chinh.htm?tab=BCTT
TIP,HOSE,CTCP Phát triển Khu Công nghiệp Tín Nghĩa,Tin Nghia Industrial Park Development JSC,STOCK,469.0,Phát triển Khu Công nghiệp Tín Nghĩa,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,65007857,EXPANDED,https://finance.vietstock.vn/TIP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TIP/tai-chinh.htm?tab=BCTT
LIX,HOSE,CTCP Bột Giặt Lix,Lix Detergent Joint Stock Company,STOCK,470.0,Bột Giặt Lix,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Consumer Staples,Household & Personal Products,Household Products,64800000,EXPANDED,https://finance.vietstock.vn/LIX/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LIX/tai-chinh.htm?tab=BCTT
SII,UPCOM,CTCP Hạ tầng Nước Sài Gòn,Sai Gon Water Infrastructure Corporation,STOCK,471.0,Hạ tầng Nước Sài Gòn,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,64522104,EXPANDED,https://finance.vietstock.vn/SII/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SII/tai-chinh.htm?tab=BCTT
OPC,HOSE,CTCP Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,STOCK,472.0,Dược phẩm OPC,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,64050892,EXPANDED,https://finance.vietstock.vn/OPC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/OPC/tai-chinh.htm?tab=BCTT
TBC,HOSE,CTCP Thủy điện Thác Bà,Thac Ba Hydro Power Joint Stock Company,STOCK,473.0,Thủy điện Thác Bà,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,63500000,EXPANDED,https://finance.vietstock.vn/TBC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TBC/tai-chinh.htm?tab=BCTT
TD6,HNX,CTCP Than Đèo Nai - Cọc Sáu - TKV,Deo Nai ? Coc Sau ? TKV Coal Joint Stock Company,STOCK,474.0,Than Đèo Nai - Cọc Sáu - TKV,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",61935202,EXPANDED,https://finance.vietstock.vn/TD6/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TD6/tai-chinh.htm?tab=BCTT
IDP,UPCOM,CTCP Sữa Quốc tế Lof,Lof International Dairy Products Joint Stock Company,STOCK,475.0,Sữa Quốc tế Lof,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,61804472,EXPANDED,https://finance.vietstock.vn/IDP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/IDP/tai-chinh.htm?tab=BCTT
VGS,HNX,CTCP Ống thép Việt - Đức VG PIPE,Vietnam Germany Steel Pipe JSC,STOCK,476.0,Ống thép Việt - Đức VG PIPE,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,61524155,EXPANDED,https://finance.vietstock.vn/VGS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VGS/tai-chinh.htm?tab=BCTT
DTL,HOSE,CTCP Đại Thiên Lộc,Dai Thien Loc Corporation,STOCK,477.0,Đại Thiên Lộc,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,61435604,EXPANDED,https://finance.vietstock.vn/DTL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DTL/tai-chinh.htm?tab=BCTT
KPF,UPCOM,CTCP Đầu tư tài sản Koji,Koji Asset Investment Joint Stock Company,STOCK,478.0,Đầu tư tài sản Koji,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,60867241,EXPANDED,https://finance.vietstock.vn/KPF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KPF/tai-chinh.htm?tab=BCTT
SBA,HOSE,CTCP Sông Ba,Song Ba JSC,STOCK,479.0,Sông Ba,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,60488261,EXPANDED,https://finance.vietstock.vn/SBA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SBA/tai-chinh.htm?tab=BCTT
BTP,HOSE,CTCP Nhiệt điện Bà Rịa,BaRia Thermal Power Joint Stock Company,STOCK,480.0,Nhiệt điện Bà Rịa,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,60485600,EXPANDED,https://finance.vietstock.vn/BTP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BTP/tai-chinh.htm?tab=BCTT
KHP,HOSE,CTCP Điện lực Khánh Hòa,Khanh Hoa Power Joint Stock Company,STOCK,481.0,Điện lực Khánh Hòa,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,60405967,EXPANDED,https://finance.vietstock.vn/KHP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KHP/tai-chinh.htm?tab=BCTT
PGC,HOSE,Tổng Công ty Gas Petrolimex - CTCP,Petrolimex Gas Corporation - JSC,STOCK,482.0,Gas Petrolimex - CTCP,Tiện ích,Tiện ích,Gas sinh hoạt,Utilities,Utilities,Gas Utilities,60342638,EXPANDED,https://finance.vietstock.vn/PGC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PGC/tai-chinh.htm?tab=BCTT
DAG,UPCOM,CTCP Tập đoàn Nhựa Đông Á,Dong A Plastic JSC,STOCK,483.0,Nhựa Đông Á,Công nghiệp,Hàng hóa công nghiệp,Sản phẩm xây dựng,Industrials,Capital Goods,Building Products,60314112,EXPANDED,https://finance.vietstock.vn/DAG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DAG/tai-chinh.htm?tab=BCTT
DCS,UPCOM,CTCP Tập đoàn Đại Châu,Dai Chau Group JSC,STOCK,484.0,Đại Châu,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,60310988,EXPANDED,https://finance.vietstock.vn/DCS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DCS/tai-chinh.htm?tab=BCTT
TN1,HOSE,CTCP Rox Key Holdings,Rox Key Holdings Joint Stock Company,STOCK,485.0,Rox Key Holdings,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,60095480,EXPANDED,https://finance.vietstock.vn/TN1/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TN1/tai-chinh.htm?tab=BCTT
AMS,UPCOM,CTCP Cơ khí Xây dựng AMECC,AMECC MECHANICAL CONSTRUCTION JSC,STOCK,486.0,Cơ khí Xây dựng AMECC,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Industrials,Capital Goods,Machinery,60000000,EXPANDED,https://finance.vietstock.vn/AMS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/AMS/tai-chinh.htm?tab=BCTT
BLI,UPCOM,Tổng Công ty cổ phần Bảo hiểm Bảo Long,Bao Long Insurance Corporation,STOCK,487.0,Bảo hiểm Bảo Long,Tài chính,Bảo hiểm,Bảo hiểm,Financials,Insurance,Insurance,60000000,EXPANDED,https://finance.vietstock.vn/BLI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BLI/tai-chinh.htm?tab=BCTT
BSG,UPCOM,CTCP Xe khách Sài Gòn,Saigon Passenger Transport JSC,STOCK,488.0,Xe khách Sài Gòn,Công nghiệp,Vận tải,Vận tải mặt đất,Industrials,Transportation,Ground Transportation,60000000,EXPANDED,https://finance.vietstock.vn/BSG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BSG/tai-chinh.htm?tab=BCTT
HPI,UPCOM,CTCP Khu công nghiệp Hiệp Phước,Hiep Phuoc Industrial Park Joint Stock Company,STOCK,489.0,Khu công nghiệp Hiệp Phước,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,60000000,EXPANDED,https://finance.vietstock.vn/HPI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HPI/tai-chinh.htm?tab=BCTT
PXS,UPCOM,CTCP Kết cấu Kim loại và Lắp máy Dầu khí,"Petroleum Equipment Assembly & Metal Structure .,JSC",STOCK,490.0,Kết cấu Kim loại và Lắp máy Dầu khí,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,60000000,EXPANDED,https://finance.vietstock.vn/PXS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PXS/tai-chinh.htm?tab=BCTT
QNC,UPCOM,CTCP Xi măng và Xây dựng Quảng Ninh,Quang Ninh Construction & Cement Joint Stock Company,STOCK,491.0,Xi măng và Xây dựng Quảng Ninh,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,60000000,EXPANDED,https://finance.vietstock.vn/QNC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/QNC/tai-chinh.htm?tab=BCTT
PSI,HNX,CTCP Chứng khoán Dầu khí,Petrovietnam Securities Incorporated,STOCK,492.0,Chứng khoán Dầu khí,Tài chính,Dịch vụ tài chính,Thị trường vốn,Financials,Financial Services,Capital Markets,59841300,EXPANDED,https://finance.vietstock.vn/PSI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PSI/tai-chinh.htm?tab=BCTT
CCL,HOSE,CTCP Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Cuu Long Petro Urban Development & Investment Corporation,STOCK,493.0,Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,59581418,EXPANDED,https://finance.vietstock.vn/CCL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CCL/tai-chinh.htm?tab=BCTT
PVY,UPCOM,CTCP Chế tạo Giàn khoan Dầu khí,Petrovietnam Marine Shipyard JSC,STOCK,494.0,Chế tạo Giàn khoan Dầu khí,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Energy,Energy,Energy Equipment & Services,59489787,EXPANDED,https://finance.vietstock.vn/PVY/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVY/tai-chinh.htm?tab=BCTT
BOT,UPCOM,CTCP BOT Cầu Thái Hà,Thai Ha Bridge BOT Joint Stock Company,STOCK,495.0,BOT Cầu Thái Hà,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,59246800,EXPANDED,https://finance.vietstock.vn/BOT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BOT/tai-chinh.htm?tab=BCTT
DNN,UPCOM,CTCP Cấp nước Đà Nẵng,Da Nang Water Supply Joint Stock Company,STOCK,496.0,Cấp nước Đà Nẵng,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,57964061,EXPANDED,https://finance.vietstock.vn/DNN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DNN/tai-chinh.htm?tab=BCTT
SCJ,UPCOM,CTCP Xi măng Sài Sơn,Sai Son Cement Joint Stock Company,STOCK,497.0,Xi măng Sài Sơn,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,57839000,EXPANDED,https://finance.vietstock.vn/SCJ/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SCJ/tai-chinh.htm?tab=BCTT
BII,UPCOM,CTCP Louis Land,Louis Land JSC,STOCK,498.0,Louis Land,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,57680000,EXPANDED,https://finance.vietstock.vn/BII/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BII/tai-chinh.htm?tab=BCTT
MCG,UPCOM,CTCP Năng lượng và Bất động sản MCG,MCG Energy and Real Estate JSC,STOCK,499.0,Năng lượng và Bất động sản MCG,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,57510000,EXPANDED,https://finance.vietstock.vn/MCG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MCG/tai-chinh.htm?tab=BCTT
KSH,UPCOM,CTCP DAMAC GLS,DAMAC GLS JSC,STOCK,500.0,DAMAC GLS,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,57509675,EXPANDED,https://finance.vietstock.vn/KSH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KSH/tai-chinh.htm?tab=BCTT
KMR,HOSE,CTCP Mirae,Mirae JSC,STOCK,501.0,Mirae,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",56881443,EXPANDED,https://finance.vietstock.vn/KMR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/KMR/tai-chinh.htm?tab=BCTT
NS2,UPCOM,CTCP Nước sạch Số 2 Hà Nội,Ha Noi Water Supply Number 2 JSC,STOCK,502.0,Nước sạch Số 2 Hà Nội,Tiện ích,Tiện ích,Nước,Utilities,Utilities,Water Utilities,56800000,EXPANDED,https://finance.vietstock.vn/NS2/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NS2/tai-chinh.htm?tab=BCTT
DNA,UPCOM,CTCP Điện Nước An Giang,An Giang Power And Water Supply Joint Stock Company,STOCK,503.0,Điện Nước An Giang,Tiện ích,Tiện ích,Điện,Utilities,Utilities,Electric Utilities,56329567,EXPANDED,https://finance.vietstock.vn/DNA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DNA/tai-chinh.htm?tab=BCTT
PDN,HOSE,CTCP Cảng Đồng Nai,Dong Nai Port JSC,STOCK,504.0,Cảng Đồng Nai,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,55565820,EXPANDED,https://finance.vietstock.vn/PDN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PDN/tai-chinh.htm?tab=BCTT
MDF,UPCOM,CTCP Gỗ MDF VRG - Quảng Trị,MDF VRG Quang Tri Wood JSC,STOCK,505.0,Gỗ MDF VRG - Quảng Trị,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,55113595,EXPANDED,https://finance.vietstock.vn/MDF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MDF/tai-chinh.htm?tab=BCTT
VVN,UPCOM,Tổng Công ty cổ phần Xây dựng Công nghiệp Việt Nam,Vietnam Industrial Construction Corporation,STOCK,506.0,Xây dựng Công nghiệp Việt Nam,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,55000000,EXPANDED,https://finance.vietstock.vn/VVN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VVN/tai-chinh.htm?tab=BCTT
HLD,HNX,CTCP Đầu tư và Phát triển Bất động sản Hudland,Hudland Real Estate Investmnet and Development JSC,STOCK,507.0,Đầu tư và Phát triển Bất động sản Hudland,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,54999961,EXPANDED,https://finance.vietstock.vn/HLD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HLD/tai-chinh.htm?tab=BCTT
